,Palabra,Entidad,Empresa,Apariciones
885,consumo,0,Bancolombia,13
886,productos,0,D1,13
887,incremento,0,Credibanco,13
888,compañía,0,Cencosud,13
889,minoritarios,0,Ecopetrol,13
890,operaciones,0,Credibanco,13
891,tiempo,0,D1,13
892,pagos,0,Bancolombia,13
893,construcción,0,Enel,13
894,personas,0,Vanti,13
895,carlos,0,Bancolombia,13
896,empresas,0,Bancolombia,13
897,república,0,Bancolombia,13
898,lugar,0,Davivienda,13
899,research,0,BBVA,13
900,mundo,0,Promigas,13
901,bogotá,1,Alkosto,13
902,colombiana,0,Credibanco,13
903,demanda,0,Bancolombia,13
904,cierre,0,Falabella,13
905,marzo,0,Enel,13
906,crecimiento,0,Falabella,13
907,puedan,0,Nequi,13
908,noticia,0,Claro,13
909,clave,0,BBVA,13
910,trabajo,0,Ecopetrol,13
911,realiza,0,Ecopetrol,13
912,personas,0,ETB,13
913,fuerte,0,Ecopetrol,13
914,garantizar,0,Ecopetrol,13
915,bogotá,1,Credibanco,13
916,línea,0,ETB,13
917,ingresos,0,ETB,13
918,argos,0,Grupo Argos,13
919,momento,0,Alkosto,12
920,financieros,0,Bancolombia,12
921,situación,0,Vanti,12
922,salud,0,ETB,12
923,llegar,0,Ecopetrol,12
924,mecánico,0,Ecopetrol,12
925,efectos,0,Ecopetrol,12
926,entrada,0,Enel,12
927,frente,0,ETB,12
928,leer,0,Nequi,12
929,centros,0,Credibanco,12
930,ciudades,0,Falabella,12
931,personas,0,Grupo AVAL,12
932,ambiente,0,Ecopetrol,12
933,jorge,0,Grupo Argos,12
934,internacionales,0,Claro,12
935,aumento,0,Credibanco,12
936,posibilidad,0,Nequi,12
937,carlos,0,ETB,12
938,empresa,0,Alkosto,12
939,consumo,0,BBVA,12
940,equipo,0,Nequi,12
941,energética,0,Enel,12
942,baja,0,BBVA,12
943,usuarios,0,Falabella,12
944,entrega,0,Ecopetrol,12
945,ciento,0,Ecopetrol,12
946,investigaciones,0,Ecopetrol,12
947,empresas,0,Alkosto,12
948,salida,0,Ecopetrol,12
949,condiciones,0,ETB,12
950,historia,0,Enel,12
951,detalles,0,Claro,12
952,mayores,0,Enel,12
953,principal,0,Alkosto,12
954,forma,0,Itau,12
955,mayoría,0,Enel,12
956,mayores,0,Ecopetrol,12
957,empresas,0,Nequi,12
958,personas,0,Promigas,12
959,américa,0,Falabella,12
960,fuentes,0,Ecopetrol,12
961,cámara,0,Credibanco,12
962,aumento,0,Terpel,12
963,resultados,0,Grupo Argos,12
964,inversiones,0,Enel,12
965,inversiones,0,Ecopetrol,12
966,contratación,0,Ecopetrol,12
967,públicos,0,Enel,12
968,productos,0,Nequi,12
969,gonzález,0,Ecopetrol,12
970,historia,0,Terpel,12
971,necesidad,0,Nequi,12
972,marzo,0,Itau,12
973,internacional,0,Claro,12
974,empresa,0,Nequi,12
975,compra,0,Falabella,12
976,energía,0,Promigas,12
977,grupo,0,Claro,12
978,fibra,0,ETB,12
979,cosas,0,Claro,12
980,empresarial,0,Ecopetrol,12
981,director,0,Enel,12
982,frente,0,Bancolombia,12
983,empresa,0,Terpel,12
984,opciones,0,Nequi,12
985,compañía,0,Grupo Argos,12
986,generar,0,Enel,12
987,presentó,0,Bancolombia,12
988,semana,0,BBVA,12
989,plataformas,0,Credibanco,12
990,persona,0,Ecopetrol,12
991,semana,0,Nequi,12
992,echavarría,0,Ecopetrol,12
993,realidad,0,Claro,12
994,ministerio,0,ETB,12
995,situación,0,Ecopetrol,12
996,persona,0,Falabella,12
997,información,0,Cencosud,12
998,general,0,Promigas,12
999,casa,0,Enel,12
1000,nivel,0,Falabella,12
1001,seguridad,0,Enel,12
1002,categorías,0,Credibanco,12
1003,monto,0,Nequi,12
1004,electrodomésticos,0,Credibanco,12
1005,pese,0,Ecopetrol,12
1006,clientes,0,ETB,12
1007,renovables,0,Enel,12
1008,clientes,0,BBVA,12
1009,digital,0,Credibanco,12
1010,termina,0,Ecopetrol,12
1011,fondo,0,Enel,12
1012,negocio,0,ETB,12
1013,tema,0,ETB,12
1014,ciudad,0,Nequi,12
1015,colombiano,0,Enel,12
1016,gustavo,0,Falabella,12
1017,demanda,0,Promigas,12
1018,cabeza,0,Ecopetrol,12
1019,recordar,0,Ecopetrol,12
1020,acceder,0,Nequi,12
1021,perú,1,Falabella,12
1022,físicas,0,Falabella,12
1023,semanas,0,Ecopetrol,12
1024,caso,0,D1,12
1025,crecimiento,0,Enel,12
1026,vida,0,Promigas,12
1027,bogotá,1,Cencosud,12
1028,acciones,0,Vanti,12
1029,entidades,0,Nequi,12
1030,lugar,0,Ecopetrol,12
1031,sistema,0,Ecopetrol,12
1032,pagos,0,BBVA,12
1033,demanda,0,BBVA,12
1034,lugar,0,Caracol,12
1035,andrés,0,Ecopetrol,12
1036,proyectos,0,Ecopetrol,12
1037,petro,0,Falabella,12
1038,interés,0,Enel,12
1039,chilena,0,Falabella,12
1040,social,0,Nequi,12
1041,inflación,0,Enel,12
1042,colombia,0,ETB,12
1043,inflación,0,Falabella,12
1044,administrativa,0,Ecopetrol,12
1045,información,0,Caracol,12
1046,decisión,0,Claro,12
1047,cerrar,0,Falabella,12
1048,mejorar,0,BBVA,12
1049,persona,0,Credibanco,12
1050,venta,0,Credibanco,12
1051,supermercados,0,Cencosud,12
1052,meses,0,Bancolombia,12
1053,organización,0,Ecopetrol,12
1054,servicio,0,Enel,12
1055,norte,0,Ecopetrol,12
1056,determinar,0,Ecopetrol,12
1057,operaciones,0,Falabella,12
1058,suma,0,Ecopetrol,12
1059,clientes,0,Davivienda,12
1060,estrategia,0,Enel,12
1061,costos,0,Ecopetrol,12
1062,gobierno,0,Nequi,12
1063,financieras,0,Nequi,12
1064,precio,0,BBVA,12
1065,actuación,0,Ecopetrol,12
1066,ciento,0,Bancolombia,12
1067,seguir,0,Nequi,12
1068,financiero,0,BBVA,12
1069,servicio,0,ETB,12
1070,meses,0,BBVA,12
1071,necesidades,0,Falabella,12
1072,relación,0,Ecopetrol,12
1073,ciudad,0,D1,12
1074,punto,0,ETB,12
1075,bancolombia,1,BBVA,12
1076,operación,0,ETB,12
1077,general,0,Caracol,12
1078,seguridad,0,Alkosto,12
1079,dólar,0,Ecopetrol,12
1080,éxito,0,Alkosto,12
1081,visto,0,Claro,12
1082,economía,0,Enel,12
1083,martes,0,Ecopetrol,12
1084,enviar,0,Nequi,12
1085,participación,0,ETB,12
1086,emisiones,0,Ecopetrol,12
1087,petroleros,0,Ecopetrol,12
1088,unión,0,Ecopetrol,12
1089,billones,0,Terpel,12
1090,desempeño,0,Ecopetrol,11
1091,nombre,0,Claro,11
1092,gobierno,0,Caracol,11
1093,mujeres,0,Caracol,11
1094,colombiano,0,Falabella,11
1095,unidos,0,Nequi,11
1096,personas,0,Terpel,11
1097,productos,0,Enel,11
1098,silla,0,ETB,11
1099,contó,0,Caracol,11
1100,joven,0,Caracol,11
1101,colombiano,0,Nequi,11
1102,américa,0,Enel,11
1103,razones,0,Ecopetrol,11
1104,recursos,0,Bancolombia,11
1105,colombiano,0,Bancolombia,11
1106,inversionistas,0,Ecopetrol,11
1107,menor,0,BBVA,11
1108,cerca,0,Bancolombia,11
1109,entidades,0,Itau,11
1110,entidad,0,Credibanco,11
1111,vanti,1,Vanti,11
1112,consumo,0,Enel,11
1113,gobierno,0,Grupo Argos,11
1114,plan,0,Promigas,11
1115,partido,0,ETB,11
1116,gestión,0,ETB,11
1117,corrupción,0,Ecopetrol,11
1118,nombre,0,Caracol,11
1119,colombia,0,Enel,11
1120,entidades,0,Davivienda,11
1121,gobierno,0,Bancolombia,11
1122,tipo,0,Alkosto,11
1123,línea,0,Falabella,11
1124,especialmente,0,BBVA,11
1125,nombre,0,Nequi,11
1126,ministra,0,Ecopetrol,11
1127,tarjeta,0,Bancolombia,11
1128,febrero,0,Nequi,11
1129,fondo,0,Ecopetrol,11
1130,países,0,Enel,11
1131,fondo,0,ETB,11
1132,bancolombia,1,Davivienda,11
1133,energético,0,Ecopetrol,11
1134,millones,0,Grupo AVAL,11
1135,información,0,Enel,11
1136,chile,1,Cencosud,11
1137,barcelona,1,Claro,11
1138,promigas,0,Promigas,11
1139,noche,0,Vanti,11
1140,forma,0,Promigas,11
1141,impacto,0,Enel,11
1142,busca,0,Bancolombia,11
1143,social,0,BBVA,11
1144,busca,0,Alkosto,11
1145,bancos,0,Credibanco,11
1146,jueves,0,ETB,11
1147,ciento,0,Falabella,11
1148,virtual,0,Credibanco,11
1149,sector,0,Terpel,11
1150,tiendas,0,Cencosud,11
1151,tecnologías,0,ETB,11
1152,tasas,0,Falabella,11
1153,líder,0,Enel,11
1154,millones,0,D1,11
1155,presentadora,0,Caracol,11
1156,ministerio,0,Promigas,11
1157,ruta,0,Promigas,11
1158,trabajo,0,BBVA,11
1159,inversión,0,ETB,11
1160,mensaje,0,Caracol,11
1161,felipe,0,Caracol,11
1162,solar,0,Enel,11
1163,sostenible,0,Ecopetrol,11
1164,siga,0,Nequi,11
1165,trabajo,0,Caracol,11
1166,medellín,1,Nequi,11
1167,bbva,0,Bancolombia,11
1168,nombre,0,ETB,11
1169,presidente,0,Grupo Sura,11
1170,calidad,0,Alkosto,11
1171,pide,0,Ecopetrol,11
1172,especialmente,0,Falabella,11
1173,piqué,0,Claro,11
1174,países,0,Cencosud,11
1175,nacional,0,Sodimac,11
1176,cercano,0,Ecopetrol,11
1177,queda,0,Ecopetrol,11
1178,oportunidad,0,Enel,11
1179,gigante,0,Falabella,11
1180,menor,0,Ecopetrol,11
1181,colombianos,0,Alkosto,11
1182,social,0,Itau,11
1183,personas,0,Grupo Argos,11
1184,propuesta,0,ETB,11
1185,página,0,Bancolombia,11
1186,decisión,0,Caracol,11
1187,sistema,0,Vanti,11
1188,alto,0,Itau,11
1189,cadena,0,Enel,11
1190,pasó,0,Claro,11
1191,región,0,Terpel,11
1192,luis,0,Enel,11
1193,portal,0,Claro,11
1194,diciembre,0,D1,11
1195,antioquia,1,D1,11
1196,meses,0,Caracol,11
1197,compañía,0,Terpel,11
1198,medidas,0,Enel,11
1199,medidas,0,Falabella,11
1200,zona,0,Ecopetrol,11
1201,generan,0,Ecopetrol,11
1202,palabras,0,ETB,11
1203,municipios,0,Claro,11
1204,davivienda,0,BBVA,11
1205,meses,0,ETB,11
1206,próximas,0,Promigas,11
1207,financieras,0,BBVA,11
1208,general,0,Falabella,11
1209,compromiso,0,Ecopetrol,11
1210,locales,0,Falabella,11
1211,mora,0,Bancolombia,11
1212,vida,0,Vanti,11
1213,meses,0,Alkosto,11
1214,televisión,0,Caracol,11
1215,pesos,0,BBVA,11
1216,ciudad,0,Claro,11
1217,portales,0,Claro,11
1218,página,0,Alkosto,11
1219,decisión,0,Falabella,11
1220,londres,1,Ecopetrol,11
1221,director,0,Caracol,11
1222,sistemas,0,Ecopetrol,11
1223,propuesta,0,Ecopetrol,11
1224,propuesta,0,Falabella,11
1225,importantes,0,Ecopetrol,11
1226,comercio,0,Cencosud,11
1227,años,0,Grupo Exito,11
1228,costos,0,Enel,11
1229,órgano,0,Ecopetrol,11
1230,valor,0,ETB,11
1231,histórico,0,Ecopetrol,11
1232,política,0,Enel,11
1233,comercio,0,Falabella,11
1234,teniendo,0,Enel,11
1235,supermercados,0,D1,11
1236,transición,0,Promigas,11
1237,servicios,0,Cencosud,11
1238,vida,0,Ecopetrol,11
1239,electricidad,0,Enel,11
1240,tipo,0,D1,11
1241,tendencia,0,BBVA,11
1242,lugar,0,Falabella,11
1243,superintendencia,0,Credibanco,11
1244,hacienda,0,ETB,11
1245,abril,0,Alkosto,11
1246,bogotá,1,BBVA,11
1247,delegatura,0,Ecopetrol,11
1248,hablar,0,Claro,11
1249,técnico,0,Ecopetrol,11
1250,reporte,0,Credibanco,11
1251,punto,0,Caracol,11
1252,importante,0,Itau,11
1253,miércoles,0,Caracol,11
1254,cuentas,0,Credibanco,11
1255,superintendencia,0,Enel,11
1256,lugar,0,ETB,11
1257,mercado,0,Credibanco,11
1258,acciones,0,Grupo Argos,11
1259,bogotá,1,Itau,11
1260,objetivo,0,Bancolombia,11
1261,casa,0,Nequi,11
1262,éxito,0,Grupo Exito,11
1263,negocios,0,Ecopetrol,11
1264,relacionado,0,Ecopetrol,11
1265,mercado,0,Nequi,11
1266,mercado,0,Promigas,11
1267,situación,0,Bancolombia,11
1268,alimentos,0,BBVA,11
1269,general,0,Grupo Argos,11
1270,experiencia,0,Credibanco,11
1271,caso,0,Alkosto,11
1272,libre,0,Ecopetrol,11
1273,explotación,0,Ecopetrol,11
1274,proyectos,0,Promigas,11
1275,índice,0,Ecopetrol,11
1276,mundo,0,Bancolombia,11
1277,petro,0,Bancolombia,11
1278,mundo,0,BBVA,11
1279,cantante,0,Claro,11
1280,seguridad,0,Nequi,11
1281,petro,0,Caracol,11
1282,seguridad,0,Promigas,11
1283,acción,0,Enel,11
1284,decisiones,0,ETB,11
1285,importante,0,Enel,11
1286,hombre,0,Caracol,11
1287,punto,0,Credibanco,11
1288,falta,0,Ecopetrol,11
1289,obstante,0,Nequi,11
1290,respeto,0,Caracol,11
1291,temas,0,Enel,11
1292,importante,0,Falabella,11
1293,caja,0,Ecopetrol,11
1294,capacidad,0,Alkosto,11
1295,dicha,0,Ecopetrol,11
1296,economista,0,BBVA,11
1297,meta,0,Ecopetrol,11
1298,empresas,0,D1,11
1299,comprar,0,Credibanco,11
1300,marzo,0,Nequi,11
1301,capital,0,Nequi,11
1302,internacional,0,Nequi,11
1303,reveló,0,Claro,11
1304,mundo,0,Sodimac,11
1305,canales,0,Credibanco,11
1306,director,0,ETB,11
1307,alza,0,BBVA,11
1308,generación,0,Ecopetrol,11
1309,compra,0,BBVA,11
1310,diario,0,Claro,11
1311,comercial,0,Cencosud,11
1312,compañía,0,Credibanco,11
1313,instalaciones,0,Ecopetrol,11
1314,efectos,0,BBVA,11
1315,mundo,0,Grupo Sura,11
1316,única,0,Ecopetrol,11
1317,compras,0,BBVA,11
1318,york,0,Ecopetrol,11
1319,historia,0,Caracol,11
1320,grupo,0,BBVA,11
1321,dinero,0,BBVA,11
1322,salud,0,Claro,11
1323,desaceleración,0,BBVA,11
1324,leer,0,Alkosto,11
1325,incremento,0,Ecopetrol,11
1326,frente,0,D1,11
1327,nacional,0,Davivienda,11
1328,renta,0,Ecopetrol,11
1329,salida,0,Caracol,11
1330,alberto,0,Credibanco,11
1331,eléctrica,0,Enel,11
1332,historia,0,Grupo Argos,11
1333,nacional,0,D1,11
1334,cosas,0,Nequi,11
1335,cosas,0,Terpel,11
1336,mundo,0,Terpel,11
1337,revisar,0,Ecopetrol,11
1338,marzo,0,Vanti,11
1339,noticia,0,Ecopetrol,11
1340,canal,0,Caracol,11
1341,llegar,0,Enel,11
1342,pagar,0,Credibanco,11
1343,medida,0,Credibanco,11
1344,posición,0,Ecopetrol,11
1345,baja,0,Bancolombia,11
1346,grupo,0,Grupo Exito,11
1347,comerciales,0,Credibanco,11
1348,grupo,0,Nequi,11
1349,catalana,0,Claro,11
1350,seguir,0,Falabella,11
1351,puntos,0,BBVA,11
1352,allanamiento,0,Ecopetrol,11
1353,empresa,0,Sodimac,11
1354,servicio,0,Vanti,11
1355,grupo,0,Falabella,11
1356,proceso,0,Promigas,11
1357,propiedad,0,Ecopetrol,11
1358,salió,0,Caracol,11
1359,vida,0,Bancolombia,11
1360,natural,0,Vanti,11
1361,ejemplo,0,Claro,11
1362,ejemplo,0,Credibanco,11
1363,compañía,0,Nequi,11
1364,industria,0,Credibanco,11
1365,capital,0,Itau,11
1366,centro,0,Caracol,11
1367,atención,0,Davivienda,11
1368,cargos,0,Ecopetrol,11
1369,seguir,0,Bancolombia,11
1370,maría,0,Nequi,11
1371,cenit,0,Ecopetrol,11
1372,pesos,0,Cencosud,11
1373,efecto,0,Falabella,11
1374,claudia,0,Ecopetrol,11
1375,estén,0,Ecopetrol,11
1376,municipio,0,D1,11
1377,informe,0,Bancolombia,11
1378,tipo,0,Bancolombia,11
1379,marzo,0,Caracol,11
1380,frente,0,Terpel,10
1381,cambio,0,Nequi,10
1382,bancos,0,Itau,10
1383,solicitud,0,Bancolombia,10
1384,compañías,0,Cencosud,10
1385,idea,0,ETB,10
1386,cambio,0,Promigas,10
1387,pidió,0,ETB,10
1388,resultado,0,Claro,10
1389,gobierno,0,Grupo AVAL,10
1390,decidió,0,Caracol,10
1391,transporte,0,Promigas,10
1392,cara,0,Ecopetrol,10
1393,tendencia,0,Falabella,10
1394,colombia,1,Vanti,10
1395,particular,0,Claro,10
1396,caso,0,Cencosud,10
1397,forma,0,ETB,10
1398,situación,0,Promigas,10
1399,director,0,Alkosto,10
1400,portal,0,Alkosto,10
1401,crédito,0,Davivienda,10
1402,virtual,0,Bancolombia,10
1403,portal,0,Davivienda,10
1404,colombia,1,Itau,10
1405,alkosto,0,Alkosto,10
1406,medellín,1,D1,10
1407,cambio,0,Claro,10
1408,punto,0,Enel,10
1409,crédito,0,Nequi,10
1410,colombia,1,Grupo AVAL,10
1411,vehículos,0,D1,10
1412,manejo,0,Falabella,10
1413,caso,0,Davivienda,10
1414,suministro,0,Enel,10
1415,actividades,0,Enel,10
1416,problema,0,Claro,10
1417,digital,0,BBVA,10
1418,gerente,0,Falabella,10
1419,medellín,1,Bancolombia,10
1420,punto,0,Nequi,10
1421,casos,0,Nequi,10
1422,principales,0,BBVA,10
1423,cambio,0,Enel,10
1424,presencial,0,Credibanco,10
1425,punto,0,Claro,10
1426,decisiones,0,Bancolombia,10
1427,principal,0,Terpel,10
1428,banca,0,BBVA,10
1429,junta,0,ETB,10
1430,sistema,0,BBVA,10
1431,pago,0,Ecopetrol,10
1432,mercado,0,Terpel,10
1433,londoño,0,Caracol,10
1434,salud,0,Caracol,10
1435,vestuario,0,Credibanco,10
1436,personas,0,Cencosud,10
1437,millones,0,Cencosud,10
1438,contrato,0,ETB,10
1439,salió,0,Claro,10
1440,interesar,0,Cencosud,10
1441,conoce,0,Claro,10
1442,apertura,0,Ecopetrol,10
1443,efecto,0,BBVA,10
1444,marzo,0,Alkosto,10
1445,tarjeta,0,Falabella,10
1446,república,0,BBVA,10
1447,helicópteros,0,Ecopetrol,10
1448,interesar,0,ETB,10
1449,trimestre,0,Ecopetrol,10
1450,busca,0,ETB,10
1451,busca,0,Credibanco,10
1452,cadena,0,Alkosto,10
1453,ejemplo,0,D1,10
1454,millones,0,Itau,10
1455,ejemplo,0,ETB,10
1456,sentido,0,Ecopetrol,10
1457,ejemplo,0,Promigas,10
1458,marzo,0,Grupo Argos,10
1459,presentó,0,Enel,10
1460,momento,0,BBVA,10
1461,actualmente,0,Caracol,10
1462,miembros,0,ETB,10
1463,megavatios,0,Enel,10
1464,cifras,0,BBVA,10
1465,contrario,0,Caracol,10
1466,personas,0,Grupo Exito,10
1467,compras,0,Bancolombia,10
1468,cifra,0,Ecopetrol,10
1469,comprar,0,Alkosto,10
1470,cifras,0,Credibanco,10
1471,opciones,0,Alkosto,10
1472,clave,0,ETB,10
1473,javeriana,0,Ecopetrol,10
1474,marzo,0,Promigas,10
1475,compradores,0,Credibanco,10
1476,puedan,0,ETB,10
1477,policía,0,Caracol,10
1478,compradores,0,Alkosto,10
1479,mundo,0,Vanti,10
1480,avanzar,0,Ecopetrol,10
1481,república,0,Itau,10
1482,cámara,0,Alkosto,10
1483,único,0,Caracol,10
1484,necesidades,0,Bancolombia,10
1485,marzo,0,Terpel,10
1486,política,0,Bancolombia,10
1487,actual,0,Enel,10
1488,éxito,0,Credibanco,10
1489,abril,0,Enel,10
1490,inicio,0,Ecopetrol,10
1491,anti,0,Vanti,10
1492,mundo,0,Alkosto,10
1493,artículo,0,Claro,10
1494,medellín,1,Terpel,10
1495,presidente,0,Terpel,10
1496,bogotá,0,Itau,10
1497,abril,0,Bancolombia,10
1498,financiera,0,Enel,10
1499,bogotá,1,Bancolombia,10
1500,abril,0,Davivienda,10
1501,prácticas,0,Ecopetrol,10
1502,puesto,0,Caracol,10
1503,bogotá,1,D1,10
1504,cuentas,0,Bancolombia,10
1505,semanas,0,Credibanco,10
1506,hidroeléctrica,0,Enel,10
1507,hidrógeno,0,Ecopetrol,10
1508,casa,0,Claro,10
1509,semana,0,Vanti,10
1510,semana,0,Terpel,10
1511,serie,0,Enel,10
1512,gobierno,0,BBVA,10
1513,éxito,0,D1,10
1514,firma,0,ETB,10
1515,financiera,0,Falabella,10
1516,política,0,ETB,10
1517,ganancias,0,Ecopetrol,10
1518,interesar,0,Vanti,10
1519,datos,0,Bancolombia,10
1520,operaciones,0,Enel,10
1521,patrimonio,0,ETB,10
1522,obstante,0,Claro,10
1523,realizadas,0,Credibanco,10
1524,ciento,0,Cencosud,10
1525,suma,0,Falabella,10
1526,momento,0,D1,10
1527,político,0,Claro,10
1528,político,0,ETB,10
1529,pasar,0,ETB,10
1530,muestra,0,Claro,10
1531,pago,0,Alkosto,10
1532,billones,0,Enel,10
1533,importante,0,Bancolombia,10
1534,momento,0,Falabella,10
1535,general,0,ETB,10
1536,representa,0,ETB,10
1537,asociación,0,Ecopetrol,10
1538,banca,0,Bancolombia,10
1539,importante,0,Credibanco,10
1540,electrodomésticos,0,Alkosto,10
1541,general,0,Itau,10
1542,presencia,0,Falabella,10
1543,diciembre,0,BBVA,10
1544,costa,0,Promigas,10
1545,interés,0,Claro,10
1546,encuentran,0,Ecopetrol,10
1547,ingresos,0,Terpel,10
1548,noticias,0,Promigas,10
1549,diario,0,Ecopetrol,10
1550,gerard,0,Claro,10
1551,usuarios,0,Enel,10
1552,transferencias,0,Nequi,10
1553,mejores,0,Claro,10
1554,nacional,0,Vanti,10
1555,minutos,0,Nequi,10
1556,llegar,0,ETB,10
1557,comercial,0,Credibanco,10
1558,nivel,0,Terpel,10
1559,retos,0,Ecopetrol,10
1560,tipo,0,Falabella,10
1561,social,0,ETB,10
1562,seguridad,0,Vanti,10
1563,bancolombia,1,Itau,10
1564,marcas,0,Falabella,10
1565,temas,0,Claro,10
1566,tipo,0,Enel,10
1567,ahorro,0,BBVA,10
1568,plantas,0,Enel,10
1569,jornada,0,Alkosto,10
1570,marcas,0,D1,10
1571,paso,0,Nequi,10
1572,presuntas,0,Ecopetrol,10
1573,horas,0,Credibanco,10
1574,crecimiento,0,Nequi,10
1575,bancario,0,Bancolombia,10
1576,desarrollo,0,BBVA,10
1577,apuesta,0,ETB,10
1578,precio,0,Falabella,10
1579,acciones,0,Davivienda,10
1580,jornadas,0,Credibanco,10
1581,trabajo,0,Alkosto,10
1582,comenzó,0,Ecopetrol,10
1583,construcción,0,ETB,10
1584,negocios,0,Grupo Argos,10
1585,crecimiento,0,Alkosto,10
1586,lugar,0,Enel,10
1587,generó,0,Ecopetrol,10
1588,análisis,0,Ecopetrol,10
1589,español,0,Claro,10
1590,empresario,0,Claro,10
1591,alta,0,Bancolombia,10
1592,demanda,0,Ecopetrol,10
1593,desarrollo,0,Falabella,10
1594,mañana,0,Nequi,10
1595,frente,0,Nequi,10
1596,familia,0,D1,10
1597,marca,0,Falabella,10
1598,estrategia,0,Falabella,10
1599,grupo,0,Terpel,10
1600,conectividad,0,ETB,10
1601,región,0,Falabella,10
1602,empresa,0,Promigas,10
1603,diciembre,0,Alkosto,10
1604,proceso,0,Davivienda,10
1605,comerciales,0,Falabella,10
1606,empresa,0,Cencosud,10
1607,viernes,0,Credibanco,10
1608,gastos,0,BBVA,10
1609,grupo,0,Promigas,10
1610,juan,0,Enel,10
1611,ministro,0,Enel,10
1612,gente,0,Nequi,10
1613,usuarios,0,BBVA,10
1614,impacto,0,Ecopetrol,10
1615,mejores,0,Terpel,10
1616,anuncio,0,Ecopetrol,10
1617,país,0,Sodimac,10
1618,riesgo,0,Enel,10
1619,industria,0,Alkosto,10
1620,ciudad,0,Enel,10
1621,región,0,Promigas,10
1622,diciembre,0,Falabella,10
1623,investigación,0,Davivienda,10
1624,social,0,Claro,10
1625,zonas,0,ETB,10
1626,trabajo,0,Nequi,10
1627,bancolombia,1,Ecopetrol,10
1628,tipo,0,Davivienda,10
1629,mañana,0,Ecopetrol,10
1630,anunció,0,Enel,10
1631,seguridad,0,Credibanco,10
1632,mañana,0,Davivienda,10
1633,usuarios,0,Davivienda,10
1634,familias,0,BBVA,10
1635,diciembre,0,Credibanco,10
1636,transacciones,0,Bancolombia,10
1637,gracias,0,Nequi,10
1638,número,0,Enel,10
1639,número,0,Ecopetrol,10
1640,mañana,0,Bancolombia,10
1641,mayoría,0,Ecopetrol,10
1642,tipo,0,Credibanco,10
1643,tarifas,0,Enel,10
1644,incertidumbre,0,Falabella,10
1645,escribió,0,Claro,10
1646,pequeños,0,Claro,10
1647,novia,0,Claro,10
1648,familia,0,Caracol,10
1649,soluciones,0,Enel,10
1650,mano,0,Ecopetrol,10
1651,base,0,Ecopetrol,10
1652,cerca,0,Credibanco,10
1653,cabe,0,Ecopetrol,10
1654,forma,0,Sodimac,10
1655,manuel,0,Ecopetrol,10
1656,valor,0,BBVA,10
1657,condiciones,0,Enel,10
1658,cerca,0,ETB,10
1659,servicio,0,Terpel,10
1660,resultados,0,Terpel,10
1661,bancos,0,Davivienda,10
1662,redes,0,Falabella,10
1663,plan,0,Enel,10
1664,puntos,0,Cencosud,10
1665,reducir,0,BBVA,10
1666,deja,0,Claro,10
1667,sandra,0,Ecopetrol,10
1668,ingeniería,0,Ecopetrol,10
1669,trabajando,0,Nequi,10
1670,tiempo,0,Vanti,10
1671,comunicado,0,Falabella,10
1672,centro,0,Terpel,10
1673,condiciones,0,Nequi,10
1674,económica,0,Enel,10
1675,pandemia,0,BBVA,10
1676,colombiana,0,BBVA,10
1677,combustible,0,Terpel,10
1678,frente,0,Itau,10
1679,ataque,0,Davivienda,10
1680,ingresar,0,Nequi,10
1681,doble,0,Ecopetrol,10
1682,frente,0,Grupo AVAL,10
1683,internacional,0,Promigas,10
1684,aumentar,0,BBVA,10
1685,medida,0,BBVA,10
1686,recursos,0,Enel,10
1687,combustible,0,Promigas,10
1688,frente,0,Claro,10
1689,resultados,0,Enel,10
1690,josé,0,ETB,10
1691,octubre,0,Alkosto,10
1692,brent,0,Ecopetrol,10
1693,entidad,0,Enel,10
1694,atención,0,BBVA,10
1695,laboral,0,Ecopetrol,10
1696,servicio,0,Bancolombia,10
1697,ofrece,0,Nequi,10
1698,emisión,0,Caracol,10
1699,centro,0,Ecopetrol,10
1700,encargado,0,Ecopetrol,10
1701,gustavo,0,Caracol,10
1702,unidos,0,Alkosto,10
1703,unidos,0,BBVA,10
1704,entidades,0,Alkosto,10
1705,mensaje,0,Nequi,10
1706,objetivo,0,BBVA,10
1707,economía,0,Nequi,10
1708,creció,0,Ecopetrol,10
1709,tiempo,0,Grupo Exito,10
1710,centro,0,Claro,10
1711,apoyo,0,Caracol,10
1712,empresas,0,Terpel,10
1713,vender,0,ETB,10
1714,pasó,0,Caracol,10
1715,accidente,0,D1,10
1716,máximo,0,Nequi,10
1717,públicos,0,ETB,10
1718,empresas,0,Sodimac,10
1719,tiempo,0,Itau,10
1720,serían,0,Ecopetrol,10
1721,bancaria,0,Bancolombia,10
1722,comunidades,0,Ecopetrol,10
1723,cosas,0,Bancolombia,10
1724,entrevista,0,Caracol,10
1725,marco,0,Enel,10
1726,campo,0,Ecopetrol,10
1727,acceso,0,Enel,10
1728,ingresos,0,Cencosud,10
1729,gustavo,0,Credibanco,10
1730,horas,0,ETB,10
1731,económica,0,BBVA,10
1732,empresas,0,Grupo Argos,10
1733,centro,0,Davivienda,10
1734,noticias,0,Bancolombia,9
1735,salud,0,Enel,9
1736,finanzas,0,BBVA,9
1737,dinero,0,Claro,9
1738,dirección,0,Ecopetrol,9
1739,cifras,0,Alkosto,9
